danceability,energy,instrumentalness,liveness,valence,music_genre
0.687,0.701,0.0448,0.111,0.745,Electronic
0.705,0.7,0.0,0.0755,0.765,Country
0.5820000000000001,0.387,5.59e-05,0.0951,0.327,Rock
0.921,0.48,0.0,0.0768,0.317,Alternative
,,,,,
,,,,,
0.768,0.429,0.0013,0.1009999999999999,0.389,Jazz
0.606,0.6609999999999999,2.23e-06,0.1169999999999999,0.618,Electronic
0.823,0.856,7.44e-06,0.283,0.6579999999999999,Hip-Hop
0.644,0.163,0.0177,0.108,0.497,Jazz
0.6940000000000001,0.778,0.0,0.065,0.518,Hip-Hop
0.4479999999999999,0.8240000000000001,3.81e-05,0.662,0.4629999999999999,Country
0.662,0.7879999999999999,0.141,0.0351,0.929,Rock
0.53,0.693,0.00201,0.131,0.579,Alternative
0.528,0.703,0.0,0.0953,0.127,Country
0.904,0.624,0.0,0.0987,0.826,Hip-Hop
0.482,0.795,0.0,0.125,0.379,Country
0.479,0.936,0.0,0.238,0.522,Rock
0.627,0.7,0.104,0.1,0.262,Electronic
0.503,0.532,0.000108,0.247,0.369,Electronic
0.914,0.415,0.0,0.131,0.6459999999999999,Hip-Hop
0.376,0.92,0.0142,0.132,0.381,Rock
0.5479999999999999,0.802,1.76e-05,0.1889999999999999,0.705,Rock
0.31,0.858,0.00392,0.3339999999999999,0.247,Blues
0.4379999999999999,0.483,0.0,0.109,0.142,Rap
0.78,0.8079999999999999,0.0,0.3289999999999999,0.642,Hip-Hop
,,,,,
0.642,0.444,0.0,0.0741,0.456,Hip-Hop
0.7609999999999999,0.674,0.726,0.157,0.3879999999999999,Jazz
0.363,0.802,0.000356,0.1669999999999999,0.65,Rock
0.6609999999999999,0.833,0.0,0.346,0.635,Rock
0.591,0.509,0.0,0.352,0.163,Rap
0.599,0.795,4.23e-06,0.2239999999999999,0.5660000000000001,Country
0.4639999999999999,0.7170000000000001,0.000331,0.102,0.401,Country
0.4679999999999999,0.98,1.58e-05,0.305,0.341,Alternative
0.562,0.936,0.727,0.537,0.235,Alternative
0.684,0.672,0.908,0.0822,0.846,Jazz
0.693,0.856,0.0,0.355,0.607,Rap
0.498,0.654,0.00595,0.417,0.608,Blues
0.79,0.654,0.0,0.125,0.515,Hip-Hop
0.815,0.5770000000000001,1.02e-05,0.1009999999999999,0.737,Alternative
0.759,0.7559999999999999,2.36e-06,0.265,0.613,Hip-Hop
0.716,0.614,1.36e-05,0.16,0.68,Country
0.743,0.47,3.15e-05,0.186,0.89,Rock
0.4039999999999999,0.435,0.00074,0.156,0.156,Rock
0.5710000000000001,0.81,0.0054399999999999,0.253,0.505,Alternative
0.789,0.6579999999999999,0.0,0.0578,0.918,Jazz
0.7090000000000001,0.5710000000000001,0.0139999999999999,0.114,0.779,Rock
0.4529999999999999,0.6629999999999999,0.0539,0.188,0.155,Electronic
0.437,0.142,0.6509999999999999,0.1159999999999999,0.0684,Blues
0.362,0.421,0.0,0.0971,0.356,Rock
0.6729999999999999,0.8,0.0,0.1169999999999999,0.88,Country
0.414,0.897,0.0,0.151,0.7979999999999999,Country
0.519,0.389,0.153,0.1,0.107,Jazz
,,,,,
0.429,0.636,5.14e-05,0.203,0.2269999999999999,Rock
0.361,0.6559999999999999,0.884,0.611,0.037,Blues
0.664,0.7390000000000001,0.0,0.17,0.904,Blues
0.919,0.677,0.0,0.594,0.875,Rap
0.504,0.835,0.0,0.353,0.477,Country
0.836,0.968,0.0165,0.104,0.883,Jazz
0.6609999999999999,0.867,0.0,0.0783,0.755,Country
0.6659999999999999,0.303,0.000711,0.0971,0.342,Jazz
,,,,,
0.561,0.7559999999999999,8.340000000000001e-05,0.233,0.7020000000000001,Rock
0.569,0.8809999999999999,0.0,0.655,0.812,Rap
0.204,0.275,0.295,0.0639,0.193,Classical
0.614,0.625,0.0,0.11,0.278,Jazz
0.667,0.528,0.6559999999999999,0.138,0.5539999999999999,Jazz
0.726,0.59,0.0007509999999999,0.0378,0.56,Rock
0.588,0.146,1.66e-05,0.111,0.3939999999999999,Blues
0.365,0.119,0.6940000000000001,0.218,0.0758,Jazz
0.313,0.7070000000000001,0.00237,0.0949,0.537,Blues
0.6859999999999999,0.8220000000000001,2.9100000000000003e-05,0.16,0.7759999999999999,Rock
,,,,,
0.7390000000000001,0.57,0.0,0.118,0.802,Hip-Hop
0.541,0.695,0.0,0.0624,0.541,Rap
0.7709999999999999,0.495,0.0118,0.107,0.242,Electronic
0.415,0.657,0.0552,0.233,0.69,Rock
0.71,0.561,1.42e-06,0.236,0.759,Blues
0.478,0.433,0.0,0.2189999999999999,0.31,Alternative
0.6859999999999999,0.8190000000000001,0.8079999999999999,0.153,0.944,Jazz
,,,,,
0.439,0.4539999999999999,0.0,0.123,0.354,Country
0.529,0.649,0.000519,0.347,0.363,Alternative
0.76,0.7929999999999999,0.674,0.113,0.6920000000000001,Electronic
0.623,0.331,1.05e-06,0.1969999999999999,0.6759999999999999,Jazz
0.8590000000000001,0.413,0.0,0.3339999999999999,0.6970000000000001,Alternative
0.809,0.5329999999999999,0.00112,0.113,0.282,Rap
0.7490000000000001,0.382,0.0,0.0783,0.7,Alternative
0.5710000000000001,0.415,0.249,0.187,0.3989999999999999,Blues
0.573,0.3279999999999999,0.0018399999999999,0.146,0.302,Country
0.5579999999999999,0.6970000000000001,0.0,0.366,0.416,Country
0.703,0.66,0.0,0.158,0.4039999999999999,Hip-Hop
0.252,0.5479999999999999,0.9,0.154,0.184,Rock
0.7120000000000001,0.493,4.37e-06,0.203,0.6990000000000001,Blues
0.467,0.67,0.0001,0.195,0.457,Rock
,,,,,
,,,,,
0.616,0.836,0.0,0.0985,0.795,Country
0.7340000000000001,0.948,0.472,0.255,0.8170000000000001,Electronic
0.638,0.526,0.0,0.462,0.301,Rap
0.0978,0.0415,0.949,0.126,0.0362,Classical
0.705,0.7340000000000001,2.51e-06,0.191,0.8170000000000001,Jazz
0.915,0.556,0.0,0.125,0.123,Hip-Hop
0.5529999999999999,0.614,0.0,0.154,0.356,Rock
0.782,0.589,0.0,0.1639999999999999,0.8690000000000001,Hip-Hop
,,,,,
0.838,0.475,0.7140000000000001,0.226,0.711,Alternative
0.7490000000000001,0.612,0.737,0.225,0.799,Jazz
0.855,0.79,1.75e-05,0.379,0.435,Hip-Hop
0.693,0.5760000000000001,0.0,0.207,0.691,Rap
0.66,0.627,0.00229,0.142,0.2769999999999999,Hip-Hop
0.353,0.536,0.13,0.934,0.474,Blues
0.767,0.5429999999999999,0.0,0.115,0.485,Rap
0.573,0.722,0.0,0.29,0.59,Classical
0.628,0.7190000000000001,0.0951,0.206,0.371,Electronic
0.413,0.945,3.57e-06,0.16,0.369,Alternative
0.711,0.905,0.000166,0.395,0.437,Electronic
0.481,0.88,0.0417,0.0961,0.747,Blues
0.6859999999999999,0.86,0.8859999999999999,0.0716,0.695,Electronic
0.511,0.7340000000000001,0.0,0.196,0.377,Rap
0.12,0.126,0.617,0.0795,0.0394,Classical
0.556,0.67,0.0,0.18,0.503,Alternative
,,,,,
0.8640000000000001,0.4629999999999999,0.838,0.114,0.5920000000000001,Jazz
0.15,0.0969,0.31,0.127,0.0361,Classical
0.768,0.867,0.000385,0.0686,0.5589999999999999,Rap
0.726,0.8340000000000001,0.6829999999999999,0.0845,0.561,Hip-Hop
0.669,0.8270000000000001,0.0,0.291,0.1639999999999999,Rap
0.382,0.688,0.0928,0.184,0.207,Rock
0.643,0.792,4.429999999999999e-05,0.115,0.527,Country
0.6459999999999999,0.7709999999999999,0.0,0.093,0.782,Jazz
0.684,0.8959999999999999,0.0129,0.0924,0.573,Alternative
0.597,0.974,0.294,0.0998,0.408,Electronic
0.95,0.512,0.0,0.1159999999999999,0.3229999999999999,Hip-Hop
0.332,0.059,0.561,0.1119999999999999,0.0845,Classical
0.617,0.962,0.00171,0.511,0.968,Blues
0.757,0.634,0.0,0.103,0.76,Rock
0.5589999999999999,0.882,1.7100000000000002e-05,0.605,0.634,Rock
0.461,0.836,0.0,0.263,0.532,Country
0.953,0.428,0.0302,0.2239999999999999,0.723,Hip-Hop
,,,,,
0.551,0.0407,0.42,0.0987,0.178,Classical
0.327,0.706,0.00935,0.318,0.6559999999999999,Blues
0.696,0.856,0.8640000000000001,0.11,0.306,Jazz
0.593,0.242,0.000318,0.122,0.184,Jazz
,,,,,
0.315,0.483,0.5,0.133,0.649,Hip-Hop
0.675,0.385,0.626,0.366,0.231,Jazz
0.691,0.49,0.0,0.105,0.2739999999999999,Country
0.8540000000000001,0.493,0.012,0.104,0.5820000000000001,Jazz
0.621,0.631,0.0,0.264,0.282,Hip-Hop
0.308,0.217,0.858,0.3339999999999999,0.4429999999999999,Classical
0.527,0.326,0.000328,0.1009999999999999,0.64,Jazz
0.541,0.748,3.1e-06,0.322,0.351,Alternative
0.81,0.57,0.0,0.111,0.337,Rap
0.617,0.688,0.0,0.0859,0.442,Country
0.55,0.765,0.873,0.132,0.417,Rock
0.903,0.519,0.000907,0.3279999999999999,0.596,Rap
0.472,0.603,0.961,0.125,0.0582,Electronic
0.268,0.959,4.75e-05,0.0775,0.466,Alternative
0.8270000000000001,0.579,0.0,0.472,0.254,Alternative
0.6679999999999999,0.633,0.0,0.242,0.402,Hip-Hop
,,,,,
0.326,0.964,0.852,0.649,0.193,Electronic
,,,,,
0.738,0.326,0.888,0.1159999999999999,0.485,Jazz
0.8690000000000001,0.7959999999999999,1.01e-05,0.111,0.726,Alternative
0.695,0.579,0.0,0.148,0.5479999999999999,Rap
0.81,0.609,0.0,0.157,0.382,Hip-Hop
0.807,0.561,5.479999999999999e-05,0.302,0.672,Rap
0.6409999999999999,0.599,0.922,0.105,0.434,Jazz
0.746,0.764,8.19e-06,0.0867,0.518,Rap
0.514,0.7,5.95e-05,0.1639999999999999,0.305,Hip-Hop
0.8759999999999999,0.609,1.38e-06,0.0712,0.6729999999999999,Rap
,,,,,
0.517,0.657,0.0,0.131,0.253,Rock
0.551,0.3279999999999999,0.928,0.111,0.0396,Electronic
0.7070000000000001,0.63,0.773,0.919,0.326,Electronic
0.614,0.5820000000000001,0.0,0.2269999999999999,0.153,Rap
0.494,0.98,0.479,0.225,0.955,Jazz
0.8909999999999999,0.8270000000000001,1.53e-06,0.221,0.861,Hip-Hop
0.754,0.342,0.0,0.193,0.423,Hip-Hop
0.632,0.513,0.482,0.215,0.3829999999999999,Jazz
0.53,0.121,0.934,0.1009999999999999,0.433,Jazz
0.5479999999999999,0.415,0.421,0.0977,0.0376,Electronic
0.816,0.701,1.67e-05,0.0656,0.885,Blues
0.706,0.56,8.57e-06,0.109,0.16,Rap
0.764,0.496,0.939,0.108,0.903,Electronic
0.565,0.984,0.0356,0.115,0.179,Alternative
0.486,0.8590000000000001,0.0,0.141,0.441,Country
0.732,0.47,0.0,0.119,0.411,Hip-Hop
0.415,0.305,0.000172,0.208,0.434,Jazz
,,,,,
,,,,,
0.6729999999999999,0.349,0.0,0.38,0.609,Rock
0.4639999999999999,0.985,7.87e-05,0.1,0.236,Classical
0.5710000000000001,0.409,0.0,0.391,0.687,Blues
0.6859999999999999,0.432,4.970000000000001e-05,0.0872,0.722,Country
,,,,,
0.276,0.652,0.943,0.0993,0.119,Blues
0.44,0.951,0.0012,0.103,0.158,Classical
0.147,0.0916,0.6709999999999999,0.0931,0.079,Classical
0.8540000000000001,0.511,0.134,0.111,0.358,Hip-Hop
0.633,0.7040000000000001,0.0,0.089,0.41,Alternative
0.6459999999999999,0.795,0.0,0.267,0.7959999999999999,Rap
0.5720000000000001,0.88,1.08e-06,0.0513,0.5,Rock
0.79,0.4379999999999999,0.901,0.109,0.4529999999999999,Electronic
0.643,0.904,0.0,0.1889999999999999,0.481,Hip-Hop
0.597,0.7290000000000001,0.000281,0.1669999999999999,0.7120000000000001,Rock
0.632,0.5329999999999999,0.0,0.236,0.595,Rap
0.451,0.4379999999999999,4.55e-05,0.0696,0.565,Blues
,,,,,
,,,,,
0.6920000000000001,0.613,0.408,0.0874,0.944,Electronic
0.518,0.511,0.0017399999999999,0.397,0.764,Country
0.3429999999999999,0.0723,0.894,0.0908,0.084,Classical
0.787,0.6709999999999999,0.0,0.0783,0.637,Hip-Hop
0.485,0.166,0.813,0.257,0.336,Blues
0.298,0.068,0.836,0.0988,0.126,Classical
0.531,0.846,0.816,0.8809999999999999,0.055,Electronic
0.794,0.521,0.0,0.122,0.4589999999999999,Hip-Hop
0.5489999999999999,0.901,9.78e-05,0.105,0.342,Country
0.6779999999999999,0.826,0.848,0.126,0.495,Jazz
,,,,,
0.157,0.0114,0.081,0.0655,0.0304,Classical
0.733,0.521,0.0,0.0692,0.525,Rap
0.746,0.657,0.000592,0.235,0.545,Alternative
,,,,,
0.45,0.875,0.0,0.239,0.78,Blues
0.809,0.95,3.53e-05,0.215,0.787,Rap
,,,,,
0.8420000000000001,0.7170000000000001,0.0,0.292,0.552,Hip-Hop
0.8440000000000001,0.723,0.0,0.15,0.552,Hip-Hop
0.5720000000000001,0.944,0.00648,0.669,0.268,Rock
0.632,0.615,0.00032,0.1169999999999999,0.114,Electronic
0.769,0.807,0.898,0.2269999999999999,0.954,Alternative
0.893,0.6609999999999999,0.0,0.271,0.466,Hip-Hop
0.91,0.5379999999999999,0.0,0.115,0.342,Hip-Hop
0.184,0.0162,0.867,0.118,0.357,Classical
,,,,,
0.529,0.7959999999999999,4.56e-05,0.196,0.166,Electronic
0.72,0.487,0.926,0.136,0.73,Jazz
,,,,,
0.574,0.799,2.63e-05,0.0741,0.4629999999999999,Rap
0.684,0.953,0.000383,0.375,0.51,Electronic
0.5760000000000001,0.8140000000000001,1.44e-06,0.0984,0.7440000000000001,Rock
0.565,0.905,0.0,0.325,0.684,Rock
0.7659999999999999,0.473,0.765,0.0838,0.424,Jazz
0.622,0.498,0.0,0.222,0.755,Country
,,,,,
0.419,0.909,1.6800000000000002e-05,0.24,0.494,Blues
,,,,,
0.324,0.802,0.0022,0.0868,0.296,Alternative
0.514,0.6970000000000001,4.3700000000000005e-05,0.358,0.503,Alternative
0.479,0.268,0.0,0.126,0.41,Blues
0.667,0.7490000000000001,0.0,0.0803,0.494,Country
,,,,,
0.846,0.5379999999999999,0.0,0.123,0.441,Rap
0.51,0.127,0.848,0.0939,0.191,Jazz
0.715,0.7020000000000001,7.73e-06,0.255,0.954,Rock
0.505,0.63,0.000149,0.148,0.1889999999999999,Electronic
0.71,0.847,0.000332,0.0613,0.65,Rock
0.823,0.685,0.0,0.0986,0.505,Hip-Hop
0.593,0.625,0.0,0.863,0.322,Hip-Hop
0.659,0.6659999999999999,0.0,0.13,0.396,Alternative
0.69,0.621,9.76e-06,0.064,0.401,Rock
0.812,0.755,0.0261,0.127,0.853,Jazz
0.5579999999999999,0.563,0.000195,0.273,0.617,Rock
0.419,0.925,0.0,0.306,0.245,Alternative
0.38,0.5710000000000001,0.0417,0.0964,0.5920000000000001,Blues
0.16,0.0139999999999999,0.7759999999999999,0.0823,0.034,Classical
0.412,0.657,8.83e-05,0.15,0.742,Jazz
0.7490000000000001,0.546,0.0,0.259,0.621,Country
0.471,0.617,0.0,0.2289999999999999,0.491,Country
0.336,0.0619,0.8909999999999999,0.11,0.1969999999999999,Jazz
0.727,0.79,1.58e-05,0.0929,0.967,Blues
0.654,0.782,0.000601,0.0915,0.7440000000000001,Blues
0.693,0.563,0.0021,0.1119999999999999,0.618,Rap
0.725,0.706,0.0,0.3989999999999999,0.336,Country
0.597,0.924,7.840000000000001e-05,0.15,0.8809999999999999,Rock
0.679,0.754,0.0,0.126,0.905,Rap
,,,,,
0.636,0.893,0.00143,0.176,0.887,Blues
0.81,0.608,0.0,0.275,0.309,Hip-Hop
0.486,0.716,0.915,0.1969999999999999,0.825,Jazz
0.923,0.6859999999999999,0.0,0.109,0.557,Rap
0.604,0.573,0.00358,0.0574,0.223,Electronic
0.792,0.684,0.866,0.0683,0.345,Electronic
0.51,0.626,0.0,0.263,0.516,Hip-Hop
0.496,0.682,2.94e-05,0.0589,0.474,Rock
0.52,0.407,0.000258,0.316,0.263,Rap
0.389,0.7140000000000001,0.757,0.1689999999999999,0.348,Alternative
0.6409999999999999,0.44,0.000137,0.192,0.495,Jazz
0.181,0.987,0.00514,0.0903,0.39,Blues
0.1889999999999999,0.207,0.0,0.1169999999999999,0.428,Blues
0.847,0.469,0.0,0.0761,0.415,Hip-Hop
0.532,0.608,0.0,0.379,0.502,Rap
0.674,0.637,0.0,0.0867,0.132,Rap
,,,,,
0.595,0.446,1.33e-05,0.173,0.281,Country
,,,,,
0.605,0.6659999999999999,0.647,0.0841,0.0865,Jazz
0.721,0.76,0.0,0.102,0.354,Hip-Hop
0.417,0.706,0.000572,0.474,0.512,Rock
0.5329999999999999,0.7240000000000001,6.28e-06,0.118,0.505,Alternative
0.481,0.0803,0.0,0.14,0.491,Rock
0.472,0.7090000000000001,2.2e-05,0.114,0.84,Rock
0.611,0.872,0.6940000000000001,0.2019999999999999,0.072,Electronic
0.728,0.3979999999999999,0.0,0.1369999999999999,0.425,Country
,,,,,
0.862,0.685,0.000146,0.0909,0.43,Rap
0.562,0.377,0.792,0.1159999999999999,0.12,Jazz
,,,,,
0.764,0.759,0.0,0.0746,0.937,Electronic
0.71,0.68,0.0165,0.0493,0.5710000000000001,Rap
0.8079999999999999,0.541,0.000977,0.142,0.8109999999999999,Rap
0.2319999999999999,0.298,0.946,0.0878,0.129,Classical
0.494,0.8170000000000001,2.26e-06,0.0958,0.755,Rock
0.5589999999999999,0.6809999999999999,0.687,0.258,0.0758,Electronic
0.6940000000000001,0.595,4.52e-06,0.0628,0.138,Rap
0.519,0.4579999999999999,0.901,0.7020000000000001,0.0398,Electronic
0.3289999999999999,0.2789999999999999,0.924,0.0879,0.0778,Jazz
0.5920000000000001,0.511,0.0,0.0247,0.597,Rap
0.884,0.855,0.00104,0.0499,0.415,Hip-Hop
0.315,0.262,0.599,0.128,0.0553,Electronic
0.396,0.938,1.07e-05,0.6459999999999999,0.314,Alternative
0.812,0.835,0.85,0.519,0.0876,Electronic
0.513,0.924,0.0203,0.303,0.52,Rock
0.251,0.518,0.00783,0.318,0.0388,Blues
0.71,0.336,0.0204,0.114,0.34,Alternative
0.653,0.899,2.87e-06,0.16,0.286,Electronic
0.698,0.505,0.0846,0.104,0.298,Blues
0.643,0.614,7.17e-06,0.214,0.8909999999999999,Rock
0.736,0.386,0.00788,0.0894,0.5,Jazz
0.509,0.8909999999999999,0.0,0.063,0.631,Country
0.816,0.669,0.0,0.0563,0.967,Country
0.7040000000000001,0.611,0.0,0.0812,0.22,Rock
0.6629999999999999,0.204,1.42e-05,0.0717,0.52,Blues
0.619,0.4379999999999999,0.000869,0.0623,0.541,Blues
0.545,0.763,0.0,0.6679999999999999,0.752,Rap
0.5670000000000001,0.867,0.088,0.1119999999999999,0.535,Rock
,,,,,
0.369,0.6890000000000001,0.0,0.13,0.401,Alternative
0.807,0.7020000000000001,0.0,0.111,0.447,Hip-Hop
,,,,,
0.7040000000000001,0.431,0.0972,0.249,0.346,Rap
0.557,0.665,0.000281,0.0713,0.437,Blues
0.418,0.3429999999999999,0.0,0.113,0.327,Alternative
0.677,0.484,4.75e-05,0.135,0.6970000000000001,Electronic
0.703,0.546,0.251,0.321,0.775,Jazz
,,,,,
0.882,0.8140000000000001,0.0,0.16,0.8540000000000001,Hip-Hop
,,,,,
0.7140000000000001,0.633,1.23e-05,0.0591,0.672,Country
0.703,0.569,0.026,0.123,0.529,Electronic
,,,,,
0.245,0.5,5.79e-05,0.271,0.123,Classical
0.579,0.529,0.0,0.231,0.38,Rock
0.426,0.276,0.871,0.108,0.0493,Jazz
0.62,0.104,0.912,0.1119999999999999,0.0985,Jazz
0.5920000000000001,0.594,0.00361,0.0497,0.68,Country
,,,,,
,,,,,
0.324,0.638,0.624,0.0702,0.259,Jazz
0.522,0.96,0.00332,0.386,0.209,Electronic
0.718,0.77,0.0,0.0963,0.237,Electronic
0.58,0.984,0.0579999999999999,0.125,0.0974,Electronic
0.705,0.598,0.159,0.135,0.2289999999999999,Rap
,,,,,
0.634,0.665,0.0,0.365,0.611,Rap
0.762,0.836,0.0,0.0878,0.502,Rap
0.682,0.693,0.0,0.0944,0.578,Country
0.594,0.768,0.0,0.0997,0.357,Country
0.693,0.493,1.48e-06,0.0889,0.5479999999999999,Blues
0.5479999999999999,0.617,5.09e-05,0.113,0.3389999999999999,Rock
0.81,0.649,7.659999999999999e-05,0.171,0.59,Hip-Hop
,,,,,
0.556,0.777,0.0,0.653,0.4589999999999999,Rap
0.285,0.276,0.00292,0.12,0.146,Jazz
0.682,0.204,0.000186,0.0728,0.379,Jazz
0.662,0.922,0.0,0.499,0.174,Hip-Hop
0.67,0.391,0.0,0.24,0.108,Hip-Hop
0.4,0.768,0.332,0.6579999999999999,0.757,Blues
0.629,0.914,0.544,0.108,0.183,Electronic
0.6859999999999999,0.67,0.0,0.12,0.636,Rap
0.365,0.804,6.579999999999999e-05,0.15,0.5770000000000001,Rock
0.469,0.867,6.87e-06,0.37,0.584,Country
0.0632,0.102,0.8420000000000001,0.0594,0.031,Classical
,,,,,
0.605,0.892,0.00112,0.25,0.779,Electronic
0.511,0.972,0.00101,0.19,0.532,Rock
0.743,0.511,0.0003509999999999,0.128,0.0808,Rap
,,,,,
0.672,0.603,0.00277,0.127,0.655,Jazz
0.737,0.8690000000000001,0.0,0.308,0.898,Rock
0.7490000000000001,0.517,0.0,0.136,0.15,Rap
0.537,0.852,0.017,0.119,0.242,Electronic
0.696,0.624,0.0002189999999999,0.356,0.871,Country
0.594,0.421,0.0193,0.079,0.287,Alternative
0.7390000000000001,0.79,0.0,0.352,0.652,Hip-Hop
,,,,,
0.5329999999999999,0.685,0.883,0.226,0.407,Electronic
0.757,0.856,0.0,0.211,0.8340000000000001,Hip-Hop
0.3929999999999999,0.69,0.000538,0.644,0.075,Electronic
0.619,0.546,0.893,0.111,0.358,Jazz
0.425,0.516,0.000214,0.135,0.665,Country
0.7709999999999999,0.509,2.17e-05,0.186,0.563,Electronic
0.522,0.379,0.925,0.114,0.4539999999999999,Jazz
0.722,0.828,0.0,0.114,0.275,Electronic
0.485,0.38,0.0,0.103,0.531,Rock
,,,,,
0.698,0.615,0.0,0.0641,0.687,Hip-Hop
0.486,0.502,0.0004379999999999,0.0756,0.372,Classical
0.639,0.31,4.84e-06,0.693,0.644,Country
0.5870000000000001,0.0959,2.15e-06,0.118,0.53,Jazz
0.762,0.573,3.65e-05,0.2689999999999999,0.513,Blues
0.852,0.727,0.0,0.154,0.496,Hip-Hop
0.607,0.374,0.1369999999999999,0.102,0.7659999999999999,Jazz
0.698,0.437,0.908,0.107,0.963,Jazz
0.5329999999999999,0.936,1.29e-05,0.0654,0.271,Alternative
0.163,0.937,0.00297,0.372,0.413,Alternative
0.865,0.762,0.795,0.0233,0.8959999999999999,Electronic
0.502,0.831,1.3e-06,0.174,0.451,Rap
0.449,0.715,0.00229,0.138,0.374,Country
0.497,0.4679999999999999,0.0,0.1119999999999999,0.285,Country
0.619,0.142,0.0,0.1119999999999999,0.44,Jazz
0.471,0.551,0.147,0.345,0.6920000000000001,Jazz
0.687,0.846,0.807,0.1689999999999999,0.434,Jazz
0.551,0.8809999999999999,0.0791,0.152,0.387,Rock
,,,,,
0.7,0.945,8.11e-06,0.0841,0.594,Electronic
,,,,,
0.5770000000000001,0.8270000000000001,0.000647,0.26,0.179,Alternative
,,,,,
0.7509999999999999,0.539,0.0788,0.222,0.486,Alternative
0.6759999999999999,0.8690000000000001,0.000179,0.213,0.698,Blues
,,,,,
0.741,0.203,0.604,0.266,0.282,Electronic
0.477,0.737,0.00145,0.0893,0.325,Alternative
0.292,0.351,0.0,0.055,0.0658,Rock
0.3779999999999999,0.593,0.0202,0.126,0.494,Blues
0.6629999999999999,0.204,1.42e-05,0.0717,0.52,Rock
0.5770000000000001,0.784,0.0333,0.3339999999999999,0.4639999999999999,Electronic
0.544,0.34,3.89e-06,0.7340000000000001,0.556,Rock
0.482,0.569,0.0,0.155,0.609,Rock
0.544,0.586,0.0,0.0961,0.361,Rap
0.633,0.524,0.000146,0.108,0.375,Hip-Hop
0.5660000000000001,0.165,0.0418,0.105,0.221,Jazz
0.346,0.7,0.0,0.253,0.351,Rock
0.765,0.412,0.0,0.258,0.932,Jazz
0.6709999999999999,0.8490000000000001,0.0,0.0937,0.8290000000000001,Alternative
0.664,0.893,0.000193,0.131,0.401,Electronic
,,,,,
0.427,0.223,0.0,0.128,0.349,Country
0.456,0.8340000000000001,0.000126,0.115,0.15,Electronic
0.6759999999999999,0.6409999999999999,0.262,0.119,0.352,Alternative
0.5920000000000001,0.28,0.00122,0.109,0.631,Country
0.618,0.61,0.0,0.108,0.529,Rap
0.5920000000000001,0.356,0.0,0.0484,0.597,Rock
0.67,0.515,0.0,0.25,0.422,Hip-Hop
0.467,0.26,0.0286,0.118,0.256,Jazz
0.5710000000000001,0.529,0.0,0.423,0.353,Country
0.672,0.688,0.861,0.1939999999999999,0.8079999999999999,Electronic
0.597,0.924,0.00743,0.127,0.799,Blues
0.602,0.885,0.000125,0.253,0.316,Alternative
0.622,0.804,0.0,0.046,0.537,Country
0.6509999999999999,0.708,0.0,0.0796,0.5579999999999999,Rock
0.5539999999999999,0.3929999999999999,4.02e-05,0.12,0.315,Blues
0.524,0.69,1.91e-06,0.188,0.684,Country
0.53,0.408,1.13e-06,0.0555,0.738,Jazz
0.6609999999999999,0.517,0.304,0.0694,0.8290000000000001,Jazz
0.315,0.362,1.32e-06,0.0964,0.218,Classical
0.677,0.77,1.04e-05,0.0425,0.6859999999999999,Country
0.505,0.75,0.0,0.098,0.752,Alternative
0.624,0.705,0.8190000000000001,0.11,0.716,Jazz
0.703,0.909,0.0,0.401,0.777,Hip-Hop
0.511,0.372,0.000113,0.239,0.471,Jazz
0.7929999999999999,0.647,0.0,0.124,0.718,Hip-Hop
0.34,0.476,0.0,0.1689999999999999,0.546,Blues
0.8079999999999999,0.721,0.0,0.212,0.5670000000000001,Hip-Hop
0.813,0.7829999999999999,0.0,0.2189999999999999,0.927,Hip-Hop
0.601,0.752,0.00732,0.337,0.735,Rock
0.501,0.836,0.0,0.152,0.618,Country
0.6409999999999999,0.715,0.0,0.13,0.477,Country
0.757,0.987,0.67,0.226,0.5589999999999999,Electronic
0.649,0.7959999999999999,0.0,0.124,0.68,Alternative
0.556,0.47,8.72e-06,0.0876,0.862,Blues
0.419,0.688,1.75e-05,0.0284,0.408,Jazz
0.777,0.561,0.067,0.488,0.507,Jazz
0.701,0.4039999999999999,0.2269999999999999,0.125,0.84,Jazz
0.8,0.496,0.0,0.0697,0.357,Hip-Hop
0.59,0.705,0.0,0.0571,0.657,Hip-Hop
0.6459999999999999,0.358,0.0121,0.0734,0.1889999999999999,Jazz
