danceability,energy,instrumentalness,liveness,valence,music_genre
0.539,0.544,7.950000000000001e-05,0.13,0.268,Jazz
0.664,0.795,4.53e-06,0.575,0.64,Rap
0.5329999999999999,0.629,0.0004059999999999,0.1889999999999999,0.237,Electronic
0.415,0.85,0.000695,0.12,0.264,Blues
0.57,0.8029999999999999,0.0003509999999999,0.0945,0.608,Alternative
0.7490000000000001,0.674,0.0,0.296,0.396,Rap
0.478,0.6659999999999999,0.725,0.336,0.718,Alternative
0.6990000000000001,0.489,4.2e-05,0.132,0.0739,Rap
0.643,0.73,0.0,0.217,0.276,Rap
0.498,0.408,0.0,0.0993,0.3829999999999999,Country
0.8220000000000001,0.669,0.0,0.188,0.602,Alternative
0.396,0.191,0.0,0.1119999999999999,0.43,Blues
,,,,,
0.47,0.778,0.000225,0.354,0.4479999999999999,Country
0.64,0.8640000000000001,1.55e-06,0.136,0.497,Alternative
0.74,0.7979999999999999,0.00128,0.305,0.5710000000000001,Alternative
0.314,0.821,0.0363,0.1369999999999999,0.716,Blues
0.52,0.809,0.0035,0.0939,0.361,Electronic
0.513,0.657,0.00112,0.723,0.52,Blues
0.6940000000000001,0.684,0.0,0.397,0.286,Rap
0.778,0.281,0.00878,0.106,0.7829999999999999,Blues
0.485,0.1939999999999999,0.5670000000000001,0.111,0.3989999999999999,Jazz
0.5,0.7340000000000001,0.000105,0.324,0.924,Jazz
0.867,0.618,1.8e-06,0.128,0.857,Hip-Hop
0.7090000000000001,0.624,3.12e-05,0.109,0.8640000000000001,Hip-Hop
0.623,0.497,0.8759999999999999,0.128,0.968,Jazz
0.391,0.174,0.0,0.121,0.322,Classical
0.467,0.622,0.00527,0.0982,0.455,Country
0.462,0.632,0.0,0.397,0.585,Rock
0.545,0.506,0.0,0.2739999999999999,0.484,Blues
0.59,0.216,0.00405,0.111,0.39,Country
0.674,0.296,1.13e-05,0.111,0.318,Hip-Hop
0.654,0.6709999999999999,0.607,0.135,0.789,Jazz
0.585,0.7090000000000001,0.0,0.183,0.21,Rap
0.653,0.7,0.8590000000000001,0.102,0.51,Electronic
,,,,,
0.767,0.787,0.00509,0.43,0.8390000000000001,Electronic
0.733,0.444,2.61e-06,0.104,0.372,Hip-Hop
0.698,0.605,0.0002379999999999,0.0783,0.8,Alternative
0.617,0.696,0.000199,0.108,0.9,Rock
0.523,0.7170000000000001,0.001,0.0866,0.313,Blues
0.603,0.621,0.147,0.0766,0.727,Jazz
0.534,0.897,0.737,0.0819999999999999,0.856,Jazz
0.561,0.474,5.07e-06,0.0922,0.513,Jazz
0.6729999999999999,0.613,0.000898,0.153,0.4679999999999999,Country
0.389,0.748,0.00058,0.358,0.216,Rock
0.613,0.7090000000000001,0.0,0.11,0.523,Rock
0.499,0.0341,5.27e-05,0.131,0.31,Jazz
0.43,0.0744,0.0625,0.0969,0.193,Classical
0.589,0.616,9.33e-06,0.123,0.305,Hip-Hop
0.524,0.664,0.000144,0.102,0.4679999999999999,Blues
0.7709999999999999,0.7290000000000001,0.0425,0.107,0.304,Electronic
0.701,0.7659999999999999,0.000816,0.238,0.588,Blues
0.622,0.667,5.33e-06,0.47,0.927,Jazz
0.72,0.412,0.941,0.152,0.51,Jazz
0.616,0.297,0.162,0.1009999999999999,0.596,Blues
0.655,0.8240000000000001,3.23e-06,0.0959,0.7559999999999999,Country
,,,,,
0.61,0.884,1.43e-06,0.181,0.5770000000000001,Rock
0.369,0.0151,0.93,0.0829,0.126,Jazz
0.7440000000000001,0.804,0.0,0.0494,0.426,Hip-Hop
0.485,0.7759999999999999,0.000102,0.124,0.26,Alternative
0.7140000000000001,0.747,0.0553,0.623,0.962,Blues
0.527,0.376,0.0002529999999999,0.135,0.342,Blues
,,,,,
,,,,,
0.415,0.996,0.0558,0.214,0.3979999999999999,Blues
0.579,0.5539999999999999,0.0221,0.1009999999999999,0.838,Alternative
0.52,0.379,1.85e-06,0.108,0.208,Rock
0.733,0.625,0.784,0.143,0.557,Electronic
0.569,0.432,0.0,0.1639999999999999,0.531,Blues
0.5529999999999999,0.879,0.0,0.809,0.755,Country
0.58,0.8340000000000001,0.209,0.105,0.591,Blues
0.624,0.5870000000000001,0.0,0.654,0.6579999999999999,Blues
0.8809999999999999,0.8740000000000001,1.19e-06,0.154,0.858,Rap
0.7809999999999999,0.5,0.00755,0.0589,0.64,Electronic
0.305,0.7090000000000001,0.748,0.104,0.214,Electronic
0.797,0.5589999999999999,0.0,0.0702,0.278,Hip-Hop
0.5329999999999999,0.545,0.797,0.113,0.419,Rock
0.5670000000000001,0.436,0.0,0.217,0.305,Rock
0.493,0.804,0.924,0.0608,0.0358,Electronic
0.8440000000000001,0.521,0.937,0.136,0.118,Jazz
0.805,0.794,0.315,0.315,0.733,Electronic
0.738,0.867,0.0825,0.213,0.366,Electronic
0.634,0.845,5.29e-06,0.0598,0.929,Rap
0.754,0.615,0.0,0.13,0.345,Hip-Hop
0.841,0.7390000000000001,5.9e-05,0.0897,0.5710000000000001,Hip-Hop
0.787,0.508,0.0,0.0834,0.457,Rap
0.657,0.25,0.0186,0.108,0.467,Alternative
0.754,0.3289999999999999,0.5820000000000001,0.0958,0.638,Electronic
0.586,0.841,0.0,0.522,0.55,Rock
0.551,0.73,0.188,0.126,0.4589999999999999,Jazz
0.376,0.967,2.64e-06,0.0575,0.226,Rap
0.517,0.6920000000000001,0.935,0.0804,0.611,Blues
0.625,0.469,0.372,0.124,0.6659999999999999,Rock
,,,,,
0.8270000000000001,0.511,6.2e-06,0.332,0.534,Hip-Hop
0.563,0.136,0.0,0.106,0.368,Blues
0.875,0.6729999999999999,0.0,0.318,0.621,Rap
0.53,0.5820000000000001,0.0,0.258,0.375,Country
0.67,0.774,0.0,0.185,0.221,Rap
0.395,0.902,0.0,0.327,0.632,Alternative
0.95,0.489,0.0,0.411,0.919,Rap
0.701,0.557,0.0,0.153,0.371,Rap
0.465,0.292,0.0125,0.0804,0.3289999999999999,Blues
0.4679999999999999,0.701,0.00226,0.183,0.777,Country
0.423,0.494,0.0753,0.103,0.526,Jazz
0.698,0.6759999999999999,2.57e-05,0.1119999999999999,0.961,Country
0.691,0.96,0.0,0.0626,0.645,Rap
0.636,0.904,5.03e-05,0.0997,0.637,Country
0.5660000000000001,0.903,8.31e-05,0.0996,0.0406,Electronic
0.6970000000000001,0.585,0.665,0.243,0.355,Jazz
,,,,,
0.733,0.696,0.447,0.0998,0.627,Jazz
0.213,0.93,0.0,0.126,0.386,Rock
0.437,0.175,7.7e-05,0.13,0.254,Country
0.7390000000000001,0.584,0.873,0.259,0.59,Jazz
,,,,,
0.494,0.8320000000000001,0.0,0.185,0.475,Country
0.613,0.3929999999999999,0.0,0.45,0.64,Jazz
,,,,,
,,,,,
0.708,0.748,0.0,0.0994,0.525,Rap
0.602,0.947,0.8809999999999999,0.35,0.359,Electronic
0.7240000000000001,0.6,0.000218,0.104,0.466,Hip-Hop
0.581,0.795,0.384,0.0736,0.643,Blues
0.625,0.6990000000000001,0.0,0.231,0.381,Rap
0.562,0.628,4.33e-05,0.0775,0.621,Country
0.659,0.746,2.33e-05,0.171,0.6659999999999999,Alternative
0.273,0.908,0.94,0.121,0.3229999999999999,Electronic
0.515,0.8640000000000001,7.32e-05,0.108,0.2319999999999999,Alternative
0.3229999999999999,0.317,4.87e-06,0.13,0.282,Jazz
0.6920000000000001,0.401,0.000932,0.0722,0.33,Rap
0.586,0.92,6.32e-06,0.173,0.639,Country
0.55,0.387,0.307,0.206,0.213,Alternative
0.336,0.0988,2.69e-06,0.1119999999999999,0.211,Classical
0.414,0.892,0.346,0.345,0.594,Alternative
0.52,0.3389999999999999,0.0,0.1,0.1119999999999999,Alternative
0.441,0.9,0.462,0.253,0.465,Blues
0.7290000000000001,0.7440000000000001,0.831,0.111,0.0355,Electronic
,,,,,
0.293,0.887,0.00065,0.103,0.183,Alternative
0.2319999999999999,0.895,2.86e-06,0.129,0.603,Alternative
,,,,,
0.4639999999999999,0.785,1.46e-06,0.3279999999999999,0.528,Alternative
,,,,,
0.498,0.981,8.08e-05,0.081,0.355,Alternative
0.5579999999999999,0.529,0.000294,0.182,0.367,Blues
0.359,0.956,0.000822,0.511,0.924,Blues
0.322,0.8640000000000001,0.0,0.152,0.268,Blues
0.511,0.441,0.0,0.123,0.382,Alternative
0.5720000000000001,0.581,0.0,0.181,0.313,Hip-Hop
0.457,0.833,0.0,0.118,0.721,Country
0.418,0.675,1.59e-05,0.0762,0.4479999999999999,Blues
0.627,0.286,0.918,0.0886,0.108,Jazz
0.6629999999999999,0.632,0.00356,0.0993,0.596,Jazz
0.498,0.7240000000000001,6.75e-06,0.157,0.384,Electronic
0.586,0.603,0.893,0.2,0.212,Alternative
,,,,,
0.64,0.916,0.86,0.136,0.0796,Electronic
0.624,0.888,0.0288,0.131,0.375,Electronic
0.586,0.614,1.94e-05,0.152,0.301,Alternative
0.677,0.645,0.000292,0.6859999999999999,0.778,Blues
0.728,0.557,2.27e-05,0.113,0.512,Hip-Hop
0.84,0.565,1.21e-06,0.107,0.74,Hip-Hop
0.638,0.5870000000000001,0.0701,0.0938,0.7809999999999999,Alternative
0.63,0.482,0.0,0.144,0.7070000000000001,Blues
,,,,,
0.637,0.413,0.00307,0.131,0.52,Rock
0.6629999999999999,0.856,0.00431,0.0638,0.871,Country
0.685,0.581,0.0,0.1009999999999999,0.718,Country
0.6679999999999999,0.921,0.00517,0.0877,0.782,Rock
,,,,,
0.36,0.0815,0.00103,0.107,0.205,Blues
0.78,0.79,0.858,0.0764,0.628,Electronic
0.601,0.768,0.0,0.482,0.634,Rap
0.318,0.6579999999999999,0.915,0.0546,0.141,Jazz
0.397,0.487,0.337,0.0955,0.118,Electronic
0.733,0.871,0.0869,0.0409999999999999,0.8170000000000001,Electronic
0.175,0.691,0.00352,0.173,0.141,Alternative
0.292,0.7140000000000001,0.000109,0.102,0.462,Alternative
0.5489999999999999,0.84,0.7509999999999999,0.142,0.546,Electronic
0.7509999999999999,0.598,0.831,0.0616,0.176,Electronic
0.662,0.177,0.9,0.186,0.631,Classical
0.602,0.879,0.000236,0.107,0.733,Alternative
0.551,0.297,0.85,0.118,0.6409999999999999,Electronic
0.385,0.978,0.0358,0.0829,0.239,Rock
0.7120000000000001,0.899,5.36e-06,0.1169999999999999,0.58,Country
0.797,0.8440000000000001,0.0,0.087,0.52,Hip-Hop
0.677,0.865,0.0,0.228,0.622,Rap
0.894,0.7909999999999999,0.0,0.0388,0.583,Hip-Hop
0.364,0.8590000000000001,0.385,0.142,0.201,Electronic
0.254,0.455,0.912,0.0852,0.271,Electronic
0.584,0.7709999999999999,0.0,0.0844,0.6859999999999999,Rock
0.4039999999999999,0.967,0.7909999999999999,0.358,0.336,Electronic
0.386,0.264,0.417,0.282,0.158,Blues
0.597,0.4679999999999999,6.92e-06,0.0774,0.353,Hip-Hop
0.716,0.821,5.68e-06,0.618,0.931,Rock
0.497,0.529,0.937,0.1159999999999999,0.309,Jazz
0.613,0.8390000000000001,0.0,0.341,0.526,Country
0.736,0.875,4.54e-06,0.151,0.85,Jazz
0.6779999999999999,0.81,3.8e-06,0.0343,0.804,Rock
0.79,0.392,0.5670000000000001,0.0385,0.7240000000000001,Blues
0.425,0.596,0.0,0.147,0.214,Country
0.645,0.974,5.739999999999999e-05,0.988,0.818,Blues
0.621,0.8140000000000001,0.00274,0.263,0.304,Electronic
0.527,0.825,3.63e-06,0.364,0.192,Alternative
0.627,0.996,0.0419,0.17,0.217,Electronic
0.474,0.921,0.0,0.0344,0.6709999999999999,Alternative
0.391,0.5710000000000001,0.0,0.33,0.937,Jazz
0.336,0.8220000000000001,0.0,0.102,0.203,Alternative
0.303,0.71,0.913,0.154,0.195,Electronic
0.79,0.943,0.8959999999999999,0.0855,0.581,Jazz
0.524,0.83,0.0,0.3339999999999999,0.87,Country
0.1669999999999999,0.057,0.882,0.376,0.0373,Classical
0.561,0.575,0.0251,0.0982,0.195,Electronic
,,,,,
0.821,0.486,4.67e-06,0.1159999999999999,0.397,Rap
0.542,0.979,0.732,0.573,0.637,Electronic
0.833,0.852,5.27e-06,0.149,0.652,Hip-Hop
0.515,0.336,0.514,0.0637,0.327,Electronic
0.573,0.8240000000000001,0.0,0.335,0.6679999999999999,Country
,,,,,
0.0775,0.0289,0.325,0.0859,0.0475,Classical
0.6629999999999999,0.8009999999999999,0.0,0.166,0.6779999999999999,Hip-Hop
0.524,0.805,0.0,0.209,0.354,Rock
0.262,0.777,0.113,0.12,0.264,Rock
0.346,0.765,7.54e-06,0.213,0.644,Alternative
0.742,0.775,0.0,0.299,0.753,Country
0.606,0.221,0.857,0.0921,0.369,Jazz
0.633,0.831,0.693,0.1169999999999999,0.243,Alternative
0.4,0.8809999999999999,0.0139,0.552,0.243,Blues
0.541,0.953,0.0,0.192,0.856,Rap
0.81,0.615,0.0,0.0811,0.596,Rap
0.424,0.446,3.78e-06,0.16,0.794,Blues
0.62,0.664,0.0,0.3929999999999999,0.934,Blues
0.634,0.657,0.000268,0.0864,0.56,Jazz
0.71,0.632,2.92e-06,0.212,0.218,Hip-Hop
,,,,,
0.337,0.732,0.921,0.106,0.508,Jazz
0.8140000000000001,0.481,5.91e-06,0.129,0.573,Alternative
0.73,0.8370000000000001,0.0,0.321,0.867,Alternative
0.7509999999999999,0.91,0.4,0.108,0.0622,Electronic
0.888,0.74,0.0,0.218,0.664,Rap
0.7390000000000001,0.405,0.211,0.158,0.127,Hip-Hop
0.475,0.134,0.000242,0.0639,0.129,Jazz
0.5870000000000001,0.711,0.0,0.125,0.381,Hip-Hop
,,,,,
0.8959999999999999,0.515,0.0,0.317,0.174,Hip-Hop
0.642,0.901,1.97e-06,0.0887,0.352,Alternative
0.8490000000000001,0.598,0.0,0.154,0.4039999999999999,Hip-Hop
,,,,,
0.825,0.862,0.00198,0.285,0.965,Jazz
0.72,0.737,0.0,0.17,0.623,Hip-Hop
0.547,0.936,0.27,0.278,0.445,Alternative
0.4539999999999999,0.336,2.6e-05,0.102,0.203,Rock
0.436,0.354,0.011,0.297,0.208,Blues
0.507,0.984,0.102,0.178,0.632,Alternative
0.7120000000000001,0.8140000000000001,0.853,0.0508,0.645,Jazz
0.619,0.47,0.0,0.0472,0.667,Rap
0.715,0.662,0.0,0.0813,0.626,Jazz
0.748,0.769,0.000388,0.0986,0.8240000000000001,Blues
0.623,0.4379999999999999,0.0,0.0886,0.6609999999999999,Blues
0.475,0.5760000000000001,0.0221,0.391,0.524,Blues
0.608,0.36,0.852,0.0797,0.108,Jazz
0.304,0.309,0.0,0.115,0.348,Jazz
0.252,0.507,0.00057,0.325,0.816,Rock
0.596,0.667,1.62e-06,0.165,0.104,Alternative
0.583,0.5820000000000001,0.0,0.123,0.568,Rap
0.524,0.975,0.296,0.877,0.58,Rock
0.369,0.309,0.000242,0.253,0.4029999999999999,Classical
0.665,0.648,0.00451,0.0883,0.158,Electronic
0.512,0.939,0.0,0.0958,0.5920000000000001,Country
0.431,0.89,0.0054,0.316,0.754,Rock
0.691,0.83,5.79e-06,0.0651,0.427,Electronic
0.494,0.872,0.0,0.273,0.634,Country
0.118,0.861,0.919,0.1119999999999999,0.148,Blues
0.61,0.853,0.755,0.13,0.211,Electronic
0.633,0.469,0.0,0.105,0.193,Rap
,,,,,
0.606,0.455,2.99e-06,0.159,0.3289999999999999,Country
0.792,0.56,0.0,0.0849,0.505,Rap
0.477,0.53,0.0301,0.636,0.738,Blues
0.735,0.698,0.0386,0.432,0.7390000000000001,Electronic
0.848,0.923,0.767,0.0634,0.961,Electronic
0.425,0.873,0.809,0.143,0.313,Electronic
0.83,0.309,0.918,0.365,0.263,Electronic
0.685,0.595,3.9e-06,0.0753,0.596,Country
0.555,0.336,0.0,0.1119999999999999,0.381,Hip-Hop
0.493,0.77,0.0138,0.133,0.143,Alternative
0.927,0.535,0.0,0.136,0.336,Hip-Hop
0.6859999999999999,0.7509999999999999,0.000849,0.0979,0.851,Rock
0.435,0.7509999999999999,0.0118,0.0854,0.604,Rock
0.674,0.496,0.929,0.11,0.3979999999999999,Electronic
0.7929999999999999,0.742,0.0,0.119,0.21,Hip-Hop
0.655,0.8490000000000001,0.0,0.428,0.71,Hip-Hop
0.648,0.581,0.0,0.496,0.235,Hip-Hop
,,,,,
0.921,0.467,0.0002379999999999,0.3339999999999999,0.287,Rap
0.8320000000000001,0.489,0.000192,0.0931,0.882,Jazz
0.3779999999999999,0.545,0.0,0.0922,0.3289999999999999,Hip-Hop
0.863,0.877,0.805,0.0831,0.6729999999999999,Electronic
0.507,0.372,0.0,0.271,0.257,Rock
0.8759999999999999,0.608,1.16e-05,0.107,0.258,Hip-Hop
0.72,0.705,0.0,0.118,0.473,Alternative
0.475,0.346,7.730000000000001e-05,0.0631,0.555,Jazz
0.643,0.76,0.0,0.113,0.5670000000000001,Rap
0.41,0.37,0.000144,0.211,0.33,Rock
0.512,0.396,2.43e-05,0.1169999999999999,0.281,Country
0.431,0.182,4.48e-06,0.0943,0.256,Country
0.7759999999999999,0.7859999999999999,0.8390000000000001,0.11,0.669,Jazz
0.43,0.971,0.0546,0.214,0.251,Electronic
0.7929999999999999,0.578,0.926,0.293,0.8029999999999999,Jazz
0.645,0.608,0.0,0.2689999999999999,0.638,Country
0.706,0.5589999999999999,0.0,0.379,0.252,Rap
0.4529999999999999,0.498,0.0,0.319,0.3229999999999999,Hip-Hop
0.653,0.64,0.706,0.3,0.551,Jazz
0.7759999999999999,0.362,0.05,0.119,0.3389999999999999,Electronic
0.515,0.7659999999999999,0.00103,0.455,0.774,Rock
0.914,0.367,4.429999999999999e-05,0.0907,0.8059999999999999,Jazz
0.496,0.675,1.16e-05,0.114,0.493,Alternative
0.644,0.737,0.0,0.141,0.821,Rock
0.6779999999999999,0.794,1.68e-06,0.124,0.54,Hip-Hop
0.802,0.632,0.00907,0.415,0.924,Blues
0.535,0.595,0.644,0.7070000000000001,0.356,Blues
0.738,0.778,0.0,0.13,0.893,Rap
0.313,0.8,0.0,0.497,0.871,Alternative
0.802,0.5920000000000001,0.0,0.242,0.8859999999999999,Jazz
0.706,0.188,0.953,0.113,0.263,Jazz
0.74,0.762,0.0,0.182,0.8290000000000001,Jazz
0.6920000000000001,0.983,0.0,0.21,0.792,Hip-Hop
0.924,0.7709999999999999,0.00011,0.119,0.627,Hip-Hop
0.524,0.486,0.0,0.122,0.223,Country
,,,,,
0.346,0.299,6.15e-05,0.708,0.0691,Blues
0.595,0.492,0.92,0.151,0.435,Jazz
0.264,0.882,0.111,0.283,0.7659999999999999,Alternative
0.691,0.6,0.241,0.222,0.238,Electronic
0.601,0.863,0.0,0.0717,0.6759999999999999,Rock
0.581,0.826,0.00128,0.0506,0.573,Alternative
0.491,0.8270000000000001,0.000377,0.217,0.472,Alternative
0.1669999999999999,0.179,0.899,0.135,0.0343,Rock
0.773,0.372,0.0,0.111,0.359,Rap
0.652,0.8059999999999999,0.7859999999999999,0.0656,0.231,Electronic
0.5660000000000001,0.5579999999999999,7.52e-05,0.36,0.853,Hip-Hop
0.415,0.6829999999999999,0.0069599999999999,0.106,0.1989999999999999,Electronic
0.7929999999999999,0.259,0.72,0.102,0.857,Jazz
0.568,0.7070000000000001,0.898,0.1169999999999999,0.623,Jazz
0.469,0.593,0.000963,0.0965,0.3939999999999999,Jazz
0.622,0.249,0.23,0.105,0.134,Country
,,,,,
0.688,0.557,0.897,0.26,0.0696,Alternative
0.6459999999999999,0.964,3.65e-06,0.293,0.747,Rock
,,,,,
0.42,0.752,0.0214,0.1169999999999999,0.461,Alternative
0.7609999999999999,0.79,0.0522,0.122,0.6940000000000001,Jazz
0.636,0.481,0.0,0.123,0.346,Hip-Hop
0.7390000000000001,0.745,0.0135,0.127,0.949,Alternative
0.659,0.5579999999999999,0.0,0.484,0.501,Alternative
0.303,0.6890000000000001,0.24,0.8220000000000001,0.258,Blues
0.477,0.0893,5.13e-05,0.138,0.238,Jazz
,,,,,
0.246,0.7879999999999999,0.00566,0.23,0.3379999999999999,Blues
0.441,0.179,0.904,0.084,0.104,Jazz
0.3279999999999999,0.769,0.00962,0.256,0.583,Blues
0.638,0.535,0.0391,0.0837,0.504,Alternative
0.626,0.741,0.203,0.102,0.53,Alternative
0.564,0.856,0.0,0.102,0.575,Country
0.7609999999999999,0.684,0.0,0.1169999999999999,0.184,Hip-Hop
0.7290000000000001,0.8420000000000001,0.0,0.37,0.789,Alternative
0.682,0.361,0.0859,0.124,0.442,Blues
0.664,0.557,1.6e-06,0.114,0.249,Country
0.602,0.657,1.17e-05,0.177,0.105,Rap
0.7020000000000001,0.784,0.0,0.0814,0.54,Country
0.835,0.447,0.0087599999999999,0.108,0.8390000000000001,Hip-Hop
0.7659999999999999,0.615,0.0601,0.1669999999999999,0.1669999999999999,Rap
0.356,0.261,0.0,0.1119999999999999,0.2789999999999999,Rock
0.573,0.4429999999999999,0.0,0.1159999999999999,0.264,Blues
0.355,0.258,0.003,0.155,0.27,Jazz
